POI Identifier;Address;Description;Name;geo_shape;geo_point_2d
4625;Grenville Cr;Park;MARSHLANDS CONSERVATION AREA TRAILS (SOUTH);"{""type"": ""Point"", ""coordinates"": [-76.54050095713573, 44.23399201369401]}";44.2339920137, -76.5405009571
4612;9 DUNDAS ST;Playground;RIDEAU PUBLIC SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.5046115819251, 44.23557902374926]}";44.2355790237, -76.5046115819
1598;731 MONTREAL ST;Tennis Court;BELLE PARK TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.48374983362561, 44.252084091983264]}";44.252084092, -76.4837498336
979;2 MAIN ST;Park;BARRIEFIELD ROCK GARDEN PARK;"{""type"": ""Point"", ""coordinates"": [-76.46184984247525, 44.2390177502182]}";44.2390177502, -76.4618498425
291;33 BAGOT ST;Fountain;CITY PARK FOUNTAIN;"{""type"": ""Point"", ""coordinates"": [-76.48791721562542, 44.226634380685724]}";44.2266343807, -76.4879172156
1034;1388 WOODFIELD CRES;Park;WESTBROOK PARK;"{""type"": ""Point"", ""coordinates"": [-76.61915217809377, 44.27103217075385]}";44.2710321708, -76.6191521781
1488;39 CRERAR BLVD;Beach;CRERAR PARK BEACH;"{""type"": ""Point"", ""coordinates"": [-76.56736650152297, 44.21269843350542]}";44.2126984335, -76.5673665015
1104;1812 MACALPINE RD;Park;RIVERWOOD PARK;"{""type"": ""Point"", ""coordinates"": [-76.24738565449279, 44.31031633883501]}";44.3103163388, -76.2473856545
1543;674 VICTORIA ST;Childcare Facility;HIGH HOPES DAYCARE;"{""type"": ""Point"", ""coordinates"": [-76.50356348672327, 44.24074455109809]}";44.2407445511, -76.5035634867
2898;900 MONTREAL ST;Community Service;BETTER BEGINNINGS;"{""type"": ""Point"", ""coordinates"": [-76.48370655860623, 44.256677583645356]}";44.2566775836, -76.4837065586
3973;285 KING ST E;Cell Antenna;285 KING ST E CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.48177616871223, 44.2295381230061]}";44.229538123, -76.4817761687
3970;53 PRINCESS ST;Cell Antenna;53 PRINCESS ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.48082727740524, 44.2313795827311]}";44.2313795827, -76.4808272774
3958;142 UNION ST;Cell Antenna;142 UNION ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49795313717189, 44.22751825068464]}";44.2275182507, -76.4979531372
1568;817 DIVISION ST;Childcare Facility;COPPENS ACADEMY;"{""type"": ""Point"", ""coordinates"": [-76.49550925451202, 44.25414124281253]}";44.2541412428, -76.4955092545
3957;87 UNION ST;Cell Antenna;87 UNION ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49546456760974, 44.228007398983145]}";44.228007399, -76.4954645676
3978;106 PINE ST;Cell Antenna;106 PINE ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49394505092637, 44.23924021283846]}";44.2392402128, -76.4939450509
3938;;Communication Tower;BUR BROOK RD-COLE HILL CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.52974798808353, 44.29698436814246]}";44.2969843681, -76.5297479881
3934;;Communication Tower;STATION RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.43309428228432, 44.29017056006901]}";44.2901705601, -76.4330942823
4633;588 TANNER DR;Playground;ARBOUR RIDGE PARK PLAYGROUND B;"{""type"": ""Point"", ""coordinates"": [-76.55476914634444, 44.241381229040606]}";44.241381229, -76.5547691463
4488;19 Union St;Parking Lot;DUPUIS HALL PARKING LOT;"{""type"": ""Point"", ""coordinates"": [-76.4915581650175, 44.2284864244219]}";44.2284864244, -76.491558165
152;2991 2 HWY;Swingset;GRASS CREEK PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.3106651959215, 44.29173946978224]}";44.2917394698, -76.3106651959
4634;602 RANKIN CR;;BAYSHORE PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.62202632829901, 44.23869471508087]}";44.2386947151, -76.6220263283
91;33 BAGOT ST;Monument;BARRIE ST WAR MEMORIAL;"{""type"": ""Point"", ""coordinates"": [-76.48991099142316, 44.225029837162964]}";44.2250298372, -76.4899109914
108;151 ORDNANCE ST;Monument;MCBURNEY PARK CANNON;"{""type"": ""Point"", ""coordinates"": [-76.48832947071035, 44.2351694628353]}";44.2351694628, -76.4883294707
1138;86 SUNNY ACRES RD;Park;PATTERSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.56265735408371, 44.209877490616584]}";44.2098774906, -76.5626573541
1157;416 MCCALLUM DR;Park;GREENWOOD PARK;"{""type"": ""Point"", ""coordinates"": [-76.45336920096825, 44.264069095561986]}";44.2640690956, -76.453369201
360;434 MCEWEN DR;Ball Diamond;LA SALLE PARK BASEBALL FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.57277864607832, 44.232358160944976]}";44.2323581609, -76.5727786461
394;1030 SUNNYSIDE RD;Arena;CATARAQUI COMMUNITY CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.55115831524776, 44.27976392151194]}";44.2797639215, -76.5511583152
63;33 BAGOT ST;Monument;SJA MACDONALD CANON 2;"{""type"": ""Point"", ""coordinates"": [-76.48669983736006, 44.22488197375009]}";44.2248819738, -76.4866998374
393;1350 GARDINERS RD;Arena;INVISTA CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.56878633169812, 44.275404526718866]}";44.2754045267, -76.5687863317
365;32 BAGOT ST;Ball Diamond;CRICKET FIELD;"{""type"": ""Point"", ""coordinates"": [-76.4895896279832, 44.226600970432116]}";44.2266009704, -76.489589628
367;;Ball Diamond;LAWRENCE PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.61751621316947, 44.24501038599401]}";44.245010386, -76.6175162132
656;;Village;MYERS CAVE;"{""type"": ""Point"", ""coordinates"": [-77.11806211537584, 44.84272890209641]}";44.8427289021, -77.1180621154
651;;Village;ADDISON;"{""type"": ""Point"", ""coordinates"": [-75.88301703697381, 44.66103845337055]}";44.6610384534, -75.883017037
659;;Village;VIOLET;"{""type"": ""Point"", ""coordinates"": [-76.81046180414772, 44.26247331715095]}";44.2624733172, -76.8104618041
653;;Village;HARLEM;"{""type"": ""Point"", ""coordinates"": [-76.12501716022027, 44.67604135078125]}";44.6760413508, -76.1250171602
1126;1211 PRINCE CHARLES DR;Park;JOHN GRASS CREEK PARK;"{""type"": ""Point"", ""coordinates"": [-76.60587157406822, 44.24619143420905]}";44.2461914342, -76.6058715741
1005;4140 BATH RD;Park;COLLINS BAY OPEN SPACE;"{""type"": ""Point"", ""coordinates"": [-76.61777045978309, 44.23732726306677]}";44.2373272631, -76.6177704598
1052;910 LIMESTONE DR;Park;GARDENWALK PARK;"{""type"": ""Point"", ""coordinates"": [-76.59698183881208, 44.254736737978284]}";44.254736738, -76.5969818388
1107;1180 WOODBINE RD;Park;WOODBINE PARK;"{""type"": ""Point"", ""coordinates"": [-76.60329710936207, 44.25992855231644]}";44.2599285523, -76.6032971094
1115;485 BOXWOOD ST;Park;LOMBARDY PARK;"{""type"": ""Point"", ""coordinates"": [-76.58783830788703, 44.238647084867345]}";44.2386470849, -76.5878383079
1099;11 HOLMAN DR;Park;HOLMAN DRIVE PARK;"{""type"": ""Point"", ""coordinates"": [-76.388411385136, 44.257350211156385]}";44.2573502112, -76.3884113851
1049;2 CAEN CRES;Park;CAEN PARK (CFB);"{""type"": ""Point"", ""coordinates"": [-76.44119445359942, 44.239875294837574]}";44.2398752948, -76.4411944536
1125;5 RUDD AVE;Park;ESPLANADE PARK;"{""type"": ""Point"", ""coordinates"": [-76.38014628176225, 44.25853759004483]}";44.25853759, -76.3801462818
723;;Village;MILLHAVEN;"{""type"": ""Point"", ""coordinates"": [-76.75097918168278, 44.19808116222292]}";44.1980811622, -76.7509791817
722;;Village;CEDARDALE;"{""type"": ""Point"", ""coordinates"": [-76.46401592171128, 45.11304042358128]}";45.1130404236, -76.4640159217
594;;Village;LEHIGHS CORNER;"{""type"": ""Point"", ""coordinates"": [-75.94801736182353, 44.71103871605731]}";44.7110387161, -75.9480173618
580;;Village;PORT ELMSLEY;"{""type"": ""Point"", ""coordinates"": [-76.12001606324901, 44.89204113077842]}";44.8920411308, -76.1200160632
572;;Village;ARDENDALE;"{""type"": ""Point"", ""coordinates"": [-76.9460015515681, 44.72547578928823]}";44.7254757893, -76.9460015516
615;;Village;BOBS LAKE;"{""type"": ""Point"", ""coordinates"": [-76.65288096401873, 44.64575517646983]}";44.6457551765, -76.652880964
587;;Village;DESMOND;"{""type"": ""Point"", ""coordinates"": [-76.84243869148813, 44.395751348286495]}";44.3957513483, -76.8424386915
610;;Village;PACKENHAM;"{""type"": ""Point"", ""coordinates"": [-76.29001770134992, 45.3340419596771]}";45.3340419597, -76.2900177013
613;;Village;HOPETOWN;"{""type"": ""Point"", ""coordinates"": [-76.44301572626937, 45.08104051087974]}";45.0810405109, -76.4430157263
611;;Village;KALADAR;"{""type"": ""Point"", ""coordinates"": [-77.12532427820143, 44.64746047093294]}";44.6474604709, -77.1253242782
616;;Village;MORVIN;"{""type"": ""Point"", ""coordinates"": [-76.85509973726501, 44.23933617120365]}";44.2393361712, -76.8550997373
574;;Village;MURVALE;"{""type"": ""Point"", ""coordinates"": [-76.65192743455835, 44.35972601434187]}";44.3597260143, -76.6519274346
2188;3766 HWY 15;Tennis Court;PITTSBURGH/JOYCEVILLE INSTITUTE TENNIS COURTS;"{""type"": ""Point"", ""coordinates"": [-76.35028500537686, 44.35916543041222]}";44.3591654304, -76.3502850054
175;355 WATERLOO DR;Playground;ST. MARGUERITE BOURGEOYS ELEMENTARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.55226650779254, 44.25270300708008]}";44.2527030071, -76.5522665078
2142;965 SYDENHAM RD;Cemetery;CATARAQUI UNITED CHURCH CEMETERY;"{""type"": ""Point"", ""coordinates"": [-76.5443244922222, 44.261450142456646]}";44.2614501425, -76.5443244922
2143;974 SYDENHAM RD;Cemetery;CHRIST CHURCH CEMETERY;"{""type"": ""Point"", ""coordinates"": [-76.54369094217573, 44.262185018118885]}";44.2621850181, -76.5436909422
3741;460 MOLLY MCGLYNN ST;Future Splash Pad;MOLLY MCGLYNN PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.44786425618881, 44.266138675004335]}";44.266138675, -76.4478642562
3689;411 MALABAR DR;Place of Worship;MEADOWBROOK BIBLE CHAPEL;"{""type"": ""Point"", ""coordinates"": [-76.5502941244408, 44.240693281018]}";44.240693281, -76.5502941244
1831;216 ONTARIO ST;Outdoor Rink;SPRINGER MARKET SQUARE;"{""type"": ""Point"", ""coordinates"": [-76.48105137162445, 44.23008734416257]}";44.2300873442, -76.4810513716
4451;;;INVISTA Jr Baseball Diamond;"{""type"": ""Point"", ""coordinates"": [-76.55631541978254, 44.21333074637347]}";44.2133307464, -76.5563154198
4449;;;INVISTA Tennis Courts;"{""type"": ""Point"", ""coordinates"": [-76.54885441973767, 44.21143725808351]}";44.2114372581, -76.5488544197
4564;238 FINDLAY STATION RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.27970399742132, 44.33699459940339]}";44.3369945994, -76.2797039974
899;200 NORMAN ROGERS DR;Place of Worship;COOKE'S PORTSMOUTH UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.52316648333326, 44.23284287809146]}";44.2328428781, -76.5231664833
1576;790 EDGAR STREET;Childcare Facility;TRILLIUM CHILD CARE CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.55074783985228, 44.2507644348181]}";44.2507644348, -76.5507478399
3988;910 GARDINERS RD;Cell Antenna;910 GARDINERS RD CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.56783171042801, 44.25610762887219]}";44.2561076289, -76.5678317104
16;275 SYDENHAM ST;Long Term Care;PROVIDENCE MANOR;"{""type"": ""Point"", ""coordinates"": [-76.4858946338204, 44.23544161430439]}";44.2354416143, -76.4858946338
972;836 MUIRFIELD CRES;Park;BEXLEY GATE PARK;"{""type"": ""Point"", ""coordinates"": [-76.56090437931844, 44.253097797556336]}";44.2530977976, -76.5609043793
3567;15 POINT FREDERICK DR;RMC;OLD GYMNASIUM;"{""type"": ""Point"", ""coordinates"": [-76.46680701158157, 44.22895005798378]}";44.228950058, -76.4668070116
663;;Village;INNISVILLE;"{""type"": ""Point"", ""coordinates"": [-76.25101592871569, 45.053040128164106]}";45.0530401282, -76.2510159287
672;;Village;CENTREVILLE;"{""type"": ""Point"", ""coordinates"": [-76.90359891319554, 44.40896195693055]}";44.4089619569, -76.9035989132
703;;Village;WILKINSON;"{""type"": ""Point"", ""coordinates"": [-76.81451435550463, 44.54314148772233]}";44.5431414877, -76.8145143555
692;;Village;LEINSTER;"{""type"": ""Point"", ""coordinates"": [-77.09030702679725, 44.329807320569195]}";44.3298073206, -77.0903070268
673;;Village;TICHBORNE;"{""type"": ""Point"", ""coordinates"": [-76.67620518841811, 44.6650689949224]}";44.6650689949, -76.6762051884
706;;Village;SHARPTON;"{""type"": ""Point"", ""coordinates"": [-76.66632385756874, 44.31344966366779]}";44.3134496637, -76.6663238576
711;;Village;MAYNARD;"{""type"": ""Point"", ""coordinates"": [-75.58101882582275, 44.721041437726285]}";44.7210414377, -75.5810188258
690;;Village;BRADSHAW;"{""type"": ""Point"", ""coordinates"": [-76.6432595159083, 44.67802010313707]}";44.6780201031, -76.6432595159
678;;Village;MOSCOW;"{""type"": ""Point"", ""coordinates"": [-76.80782986071739, 44.42643098047999]}";44.4264309805, -76.8078298607
712;;Village;WILTON;"{""type"": ""Point"", ""coordinates"": [-76.71822356928999, 44.32899912882015]}";44.3289991288, -76.7182235693
120;1 THE TRAGICALLY HIP WY;Monument;FORT FRONTENAC HISTORIC PLAQUE;"{""type"": ""Point"", ""coordinates"": [-76.47915620142368, 44.23369328513111]}";44.2336932851, -76.4791562014
3564;24 AMIENS AV;RMC;FORT HALDIMAND-CHAMPLAIN QUARTERS SOUTH;"{""type"": ""Point"", ""coordinates"": [-76.46967933649708, 44.22879793267519]}";44.2287979327, -76.4696793365
1504;1753 HWY 2;Marina;TREASURE ISLAND MARINA;"{""type"": ""Point"", ""coordinates"": [-76.37761495642579, 44.263626406670944]}";44.2636264067, -76.3776149564
3193;13 GENERAL CRERAR CR;RMC;SAWYER BLDG 3-5;"{""type"": ""Point"", ""coordinates"": [-76.46709869444334, 44.23123331113492]}";44.2312333111, -76.4670986944
3553;15 VALOUR DR;RMC;CURRIE-MACKENZIE BLDG;"{""type"": ""Point"", ""coordinates"": [-76.46753830717267, 44.230221445949766]}";44.2302214459, -76.4675383072
3205;20 AMIENS AV;RMC;FORT LASALLE DORMITORY;"{""type"": ""Point"", ""coordinates"": [-76.46892337289665, 44.22993376383234]}";44.2299337638, -76.4689233729
3558;10 BILLY BISHOP RD;RMC;CAVALRY BLDG;"{""type"": ""Point"", ""coordinates"": [-76.46902355273991, 44.23524389142688]}";44.2352438914, -76.4690235527
1581;321 QUEEN ST;Childcare Facility;SOMETHING SPECIAL CHILDREN'S CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.49242364027766, 44.23419146904756]}";44.234191469, -76.4924236403
1736;320 KING ST E;Gallery;HEATHER HYANES GALLERY;"{""type"": ""Point"", ""coordinates"": [-76.48167231274688, 44.23010768963189]}";44.2301076896, -76.4816723127
1733;200 PRINCESS ST;Gallery;KINGSTON FRAME WORKS;"{""type"": ""Point"", ""coordinates"": [-76.4857745649693, 44.23192230178762]}";44.2319223018, -76.485774565
3574;2 PRECISION DR;RMC;RMC GATE HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.46589424028677, 44.23553533786676]}";44.2355353379, -76.4658942403
1160;731 MONTREAL ST;Park;BELLE PARK;"{""type"": ""Point"", ""coordinates"": [-76.48192642387764, 44.251375628072225]}";44.2513756281, -76.4819264239
3648;559 BAGOT ST;;BOYS AND GIRLS CLUB BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.48407886619447, 44.23950035788057]}";44.2395003579, -76.4840788662
1575;;Childcare Facility;HARROWSMITH PRESCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.6592998222605, 44.41318680147198]}";44.4131868015, -76.6592998223
1175;153 ROBERT WALLACE DR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.52894890002351, 44.235371580523946]}";44.2353715805, -76.5289489
1533;1212 WOODBINE ROAD;Childcare Facility;BAYRIDGE NURSERY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.60550021480256, 44.25835715025468]}";44.2583571503, -76.6055002148
870;66 WRIGHT CRES;Place of Worship;SEVENTH-DAY ADVENTIST CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.51704060580195, 44.23836384603998]}";44.238363846, -76.5170406058
1675;30 FIFTH FIELD COMPANY LN;Queen's University;CLARK HALL;"{""type"": ""Point"", ""coordinates"": [-76.49376676092328, 44.22678646500614]}";44.226786465, -76.4937667609
1473;3645 BREWER'S MILLS RD;Cemetery;PINE GROVE CEMETERY;"{""type"": ""Point"", ""coordinates"": [-76.27261173415746, 44.4104389129477]}";44.4104389129, -76.2726117342
1474;718 DIVISION ST;Cemetery;ST. MARY'S CEMETERY;"{""type"": ""Point"", ""coordinates"": [-76.49667887745326, 44.25073547402186]}";44.250735474, -76.4966788775
752;151 ORDNANCE ST;Washroom;MCBURNEY PARK;"{""type"": ""Point"", ""coordinates"": [-76.48775346845744, 44.235680476731176]}";44.2356804767, -76.4877534685
1477;1401 2 HWY;Cemetery;MILTON CEMETERY;"{""type"": ""Point"", ""coordinates"": [-76.39666848347463, 44.250269420251804]}";44.2502694203, -76.3966684835
475;STUART ST;Soccer Field;NIXON FIELD;"{""type"": ""Point"", ""coordinates"": [-76.49467542644253, 44.22503402862983]}";44.2250340286, -76.4946754264
665;;Village;PLEVNA;"{""type"": ""Point"", ""coordinates"": [-76.98369146666717, 44.960413369103016]}";44.9604133691, -76.9836914667
665;;Village;OMPAH;"{""type"": ""Point"", ""coordinates"": [-76.83335868715976, 45.009609211933466]}";45.0096092119, -76.8333586872
760;33 BAGOT ST;Washroom (M);CITY PARK - RECREATION FIELD HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.4888644227717, 44.22614915889512]}";44.2261491589, -76.4888644228
515;750 INNOVATION DR;Soccer Field;J. MACHEN SPORTS FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.43595464392368, 44.271782135198684]}";44.2717821352, -76.4359546439
561;693 AYLMER CRES;Soccer Field;MARKERS ACRES SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.49028279882218, 44.26665352842531]}";44.2666535284, -76.4902827988
496;2252 BATTERSEA RD;Soccer Field;GLENBURNIE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.4608043839506, 44.320090307617086]}";44.3200903076, -76.460804384
4162;1623 COUNTY RD 41;Education Facility;SELBY PS;"{""type"": ""Point"", ""coordinates"": [-76.98682937731972, 44.31003944134251]}";44.3100394413, -76.9868293773
348;199 WILSON ST;Ball Diamond;SHANNON PARK A&B;"{""type"": ""Point"", ""coordinates"": [-76.48359135488423, 44.26437167158622]}";44.2643716716, -76.4835913549
621;;Village;BUTTERNUT BAY;"{""type"": ""Point"", ""coordinates"": [-75.78301352561279, 44.520039061139684]}";44.5200390611, -75.7830135256
631;;Village;BEDFORD MILLS;"{""type"": ""Point"", ""coordinates"": [-76.40507699199242, 44.60089197810744]}";44.6008919781, -76.405076992
625;;Village;FERNLEIGH;"{""type"": ""Point"", ""coordinates"": [-76.98247286561026, 44.90804264219728]}";44.9080426422, -76.9824728656
645;;Village;LELAND;"{""type"": ""Point"", ""coordinates"": [-76.43833630921074, 44.45246892913226]}";44.4524689291, -76.4383363092
918;72 SYDENHAM ST;Place of Worship;SYDENHAM STREET UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48845804279533, 44.22998823578619]}";44.2299882358, -76.4884580428
736;1175 JOHN COUNTER BLVD;Bus Station;KINGSTON BUS TERMINAL;"{""type"": ""Point"", ""coordinates"": [-76.50601000164613, 44.26008112245617]}";44.2600811225, -76.5060100016
887;540 PALACE RD;Place of Worship;KINGSTON ALLIANCE CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.51498953929797, 44.23997873522245]}";44.2399787352, -76.5149895393
938;102 STUART ST;Museum;MUSEUM OF HEALTH CARE AT KINGSTON;"{""type"": ""Point"", ""coordinates"": [-76.49228913804241, 44.22378545639621]}";44.2237854564, -76.492289138
943;90 MONTREAL ST;Museum;PRINCESS OF WALES' OWN REGIMENTAL;"{""type"": ""Point"", ""coordinates"": [-76.4855705726678, 44.233887538029464]}";44.233887538, -76.4855705727
1558;775 PROGRESS AVE;Childcare Facility;BAY PARK CHILDREN'S CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.57788520949713, 44.24711678014354]}";44.2471167801, -76.5778852095
